临时,at the instant sth happens; temporary; interim; ad hoc
铃,(small) bell; CL:隻|只[zhi1]
零件,part; component
零钱,change (of money); small change; pocket money
零食,between-meal nibbles; snacks
灵活,flexible; nimble; agile
领导,"lead; leading; to lead; leadership; leader; CL:位[wei4],個|个[ge4]"
领域,domain; sphere; field; territory; area
流传,to spread; to circulate; to hand down
浏览,to skim over; to browse
龙,dragon; CL:條|条[tiao2]; imperial
漏,to leak; to divulge; to leave out by mistake; waterclock or hourglass (old)
露,dew; syrup; nectar; outdoors (not under cover); to show; to reveal; to betray; to expose
陆地,dry land (as opposed to the sea)
陆续,in turn; successively; one after the other; bit by bit
录取,to recruit; to enroll
录音,to record (sound); sound-recording; CL:個|个[ge4]
轮流,to alternate; to take turns
论文,paper; treatise; thesis; CL:篇[pian1]; to discuss a paper or thesis (old)
逻辑,logic (loanword)
落后,to fall behind; to lag (in technology etc); backward; to retrogress
骂,"to scold; abuse; CL:通[tong4],頓|顿[dun4]"
麦克风,microphone (loanword)
馒头,steamed roll; steamed bun; steamed bread; CL:個|个[ge4]
满足,to satisfy; to meet (the needs of)
毛,hair; feather; down
毛病,fault; defect; shortcomings; CL:個|个[ge4]
矛盾,contradictory; contradiction; CL:個|个[ge4]
冒险,to take risks; to take chances; foray; adventure
贸易,(commercial) trade; CL:個|个[ge4]
眉毛,eyebrow; CL:根[gen1]
煤炭,coal
美术,art; fine arts; painting; CL:種|种[zhong3]
魅力,charm; fascination; glamor; charisma
迷路,to lose the way; lost; labyrinth; labyrinthus vestibularis (of the inner ear)
谜语,riddle; conundrum
蜜蜂,"bee; honeybee; CL:隻|只[zhi1],群[qun2]"
密切,close; familiar; intimate; closely (related); to foster close ties; to pay close attention
秘密,secret; CL:個|个[ge4]
秘书,secretary
棉花,cotton
面对,to confront; to face
面积,surface area
面临,to face sth; to be confronted with
苗条,"slim, slender, graceful"
描写,to describe; to depict; to portray; description
秒,second (of time); unit of angle or arc equivalent to one sixtieth of a degree
民主,democracy
明确,clear-cut; definite; explicit; to clarify; to specify; to make definite
明显,clear; distinct; obvious
明信片,postcard
明星,star; celebrity
名牌,famous brand
名片,(business) card
名胜古迹,historical sites and scenic spots
命令,"order; command; CL:道[dao4],個|个[ge4]"
命运,fate; destiny; CL:個|个[ge4]
摸,to feel with the hand; to touch; to stroke; to grope; to feel (one's pulse)
模仿,to imitate; to copy; to emulate; to mimic; model
模糊,vague; indistinct; fuzzy
摩托车,"motorbike; motorcycle; CL:輛|辆[liang4],部[bu4]"
陌生,strange; unfamiliar
某,some; a certain; sb or sth indefinite; such-and-such
目标,target; goal; objective; CL:個|个[ge4]
目录,catalog; table of contents; directory (on computer hard drive); list; contents
目前,at the present time; currently
木头,"slow-witted; blockhead; log (of wood, timber etc); CL:塊|块[kuai4],根[gen1]"
哪怕,even; even if; even though; no matter how
难怪,(it's) no wonder (that...); (it's) not surprising (that)
难看,ugly; unsightly
脑袋,"head; skull; brains; mental capability; CL:顆|颗[ke1],個|个[ge4]"
内科,"medicine; ""internal"" medicine, i.e. treatment by administering drugs, as opposed to surgical intervention 外科[wai4 ke1]; medical department"
嫩,tender; soft; delicate; light (color); inexperienced; unskilled
能干,capable; competent
能源,energy; power source; CL:個|个[ge4]
年代,a decade of a century (e.g. the Sixties); age; era; period; CL:個|个[ge4]
年纪,"age; CL:把[ba3],個|个[ge4]"
念,"to read; to study (a degree course); to read aloud; to miss (sb); idea; remembrance; twenty (banker's anti-fraud numeral corresponding to 廿, 20)"
宁可,preferably; one would prefer to...(or not to...); would rather; (would) be better to; (to pick) the lesser of two evils
牛仔裤,jeans; CL:條|条[tiao2]; also written 牛崽褲|牛崽裤
浓,concentrated; dense
农民,peasant; CL:個|个[ge4]
农业,agriculture; farming
女士,"lady; madam; CL:個|个[ge4],位[wei4]"
偶然,incidentally; occasional; occasionally; by chance; randomly
拍,to pat; to clap; to slap; fly-swatter; racket; to take (a photograph)
排队,to line up
排球,volleyball; CL:個|个[ge4]
派,clique; school; group; faction; to dispatch; to send; to assign; to appoint; pi (Greek letter Ππ); the circular ratio pi = 3.1415926
盼望,to hope for; look forward to
赔偿,to compensate
培养,to train; culture; to bring up; to groom (for a position)
佩服,admire
配合,matching; fitting in with; compatible with; to correspond; to fit; to conform to; rapport; to coordinate with; to act in concert with; to cooperate; to become man and wife; to combine parts of machine
盆,"basin; flower pot; unit of volume equal to 12 斗 and 8 升, approx 128 liters; CL:個|个[ge4]"
碰见,to run into; to meet (unexpectedly); to bump into
披,to drape over one's shoulders; to open; to unroll; to split open; to spread out
批,"to ascertain; to act on; to criticize; to pass on; classifier for batches, lots, military flights; tier (for the ranking of universities and colleges)"
批准,to approve; to ratify
皮鞋,leather shoes
疲劳,fatigue; wearily; weariness; weary
匹,"ordinary person; classifier for horses, mules etc; classifier for cloth: bolt"
片,"thin piece; flake; a slice; film; TV play; to slice; to carve thin; partial; incomplete; one-sided; classifier for slices, tablets, tract of land, area of water; classifier for CDs, movies, DVDs etc; used with numeral 一[yi1]: classifier for scenario, scene, feeling, atmosphere, sound etc"
片面,unilateral; one-sided
飘,to float
频道,frequency; (television) channel
品种,breed; variety; CL:個|个[ge4]
凭,"to lean against; to rely on; on the basis of; no matter (how, what etc); proof"
平,flat; level; equal; to tie (make the same score); to draw (score); calm; peaceful; see also 平聲|平声[ping2 sheng1]
平常,ordinary; common; usually; ordinarily
平等,equal; equality
平方,"square (as in square foot, square mile, square root)"
平衡,balance; equilibrium
平静,tranquil; undisturbed; serene
平均,average
评价,to evaluate; to assess
破产,to go bankrupt; to become impoverished; bankruptcy
破坏,destruction; damage; to wreck; to break; to destroy
迫切,urgent; pressing
朴素,plain and simple; unadorned; simple living; not frivolous
期待,to look forward to; to await; expectation
期间,period of time; time; time period; period; CL:個|个[ge4]
其余,the rest; the others; remaining; remainder; apart from them
奇迹,miracle; miraculous; wonder; marvel
启发,to enlighten; to explain and arouse interest; to inspire; inspiration; heuristic (attributively); to teach; CL:個|个[ge4]
企图,attempt; CL:種|种[zhong3]
企业,company; firm; enterprise; corporation; CL:家[jia1]
气氛,atmosphere; mood
汽油,gas; gasoline; CL:升[sheng1]
牵,to pull (an animal on a tether); to lead along; to hold hands
谦虚,modest; self-effacing; to make modest remarks
签字,to sign (a signature)
前途,prospects; future outlook; journey
浅,"shallow, not deep; superficial"
欠,deficient; owe; to lack; yawn
枪,"gun; firearm; rifle; spear; CL:支[zhi1],把[ba3]"
强调,to emphasize (a statement); to stress
强烈,intense; (violently) strong
抢,fight over; to rush; to scramble; to grab; to rob; to snatch
悄悄,quietly; secretly; stealthily
瞧,look at
巧妙,ingenious; clever
切,to cut; to slice; tangent (math)
亲爱,Dear or beloved (way of starting a letter)
亲切,amiable; friendliness; gracious; hospitality; intimate; cordial; kind; close and dear; familiar
亲自,personally
侵略,invasion; encroachment
勤奋,hardworking; diligent
勤劳,hardworking; industrious; diligent
青,nature's color; green or blue; greenish black; youth; young (of people); abbr. for Qinghai province 青海
青少年,an adolescent; a youth; young person; teenage; teenager
轻视,contempt; contemptuous; to despise; to scorn; scornful
青春,youth; youthfulness
清淡,"light (of food, not greasy or strongly flavored); insipid; slack (sales)"
情景,scene; sight; circumstances; CL:個|个[ge4]
情绪,feeling; sentiment; CL:種|种[zhong3]
请求,request; CL:個|个[ge4]
庆祝,celebrate
球迷,soccer fan; crazy about ball sports; CL:個|个[ge4]
趋势,trend; tendency
娶,take a wife; to marry (a woman)
取消,to cancel; cancellation
去世,to pass away; to die
圈,"circle; ring; loop; classifier for loops, orbits, laps of race etc; CL:個|个[ge4]"
全面,all-around; comprehensive; total; overall
权力,(wield) power
权利,power; right; privilege
劝,to advise; to urge; to try to persuade; exhort
缺乏,shortage; be lacking; to be short of; to lack; scarcity
确定,definite; certain; fixed; to fix (on sth); to determine; to be sure; to ensure; to make certain; to ascertain; to clinch; to recognize; to confirm; OK (on computer dialog box)
确认,to confirm; to verify; confirmation
燃烧,combustion; flaming; kindle
嚷,blurt out; to shout
绕,to wind; to coil (thread); to rotate around; to spiral; to move around; to go round (an obstacle); to by-pass; to make a detour; to confuse; to perplex
热爱,to love ardently; to adore
热烈,warm (welcome etc)
热心,enthusiasm; zeal; zealous; zest; enthusiastic; ardent; warmhearted
人才,a person's talent; talented person; distinguished person; a talent (worth head-hunting); person's looks; an attractive woman; used interchangeably with 人材; CL:個|个[ge4]
人口,population
人类,humanity; human race; mankind
人生,human life
人事,human affairs; ways of the world; consciousness of the world; what is humanly possible; personnel matters; sexual awareness; sexual passion; facts of life
人物,"a person; a character (in a play, novel etc); a protagonist; CL:個|个[ge4]"
人员,staff; crew; personnel; CL:個|个[ge4]
忍不住,cannot help; unable to bear
日常,daily; everyday
日程,schedule; itinerary; CL:個|个[ge4]
日历,"calendar; CL:張|张[zhang1],本[ben3]"
日期,date; CL:個|个[ge4]
日用品,"articles for daily use; CL:件[jian4],個|个[ge4]"
融化,to melt; to thaw; to dissolve; to blend into; to combine; to fuse
荣幸,honored
荣誉,honor; credit; glory; (honorable) reputation
如何,how; what way; what
如今,nowadays; now
软件,(computer) software
弱,weak; feeble; young; inferior; (following a decimal or fraction) slightly less than
洒,to sprinkle; to spray; to spill; to shed
嗓子,throat; voice; CL:把[ba3]
杀,to kill; to murder; to fight; to weaken or reduce; to smart (topolect); to counteract; (used after a verb) extremely
沙漠,desert; CL:個|个[ge4]
沙滩,sand bar; beach; CL:片[pian4]
傻,foolish
晒,"to dry in the sun; to sunbathe; to share files (loan from ""share"")"
删除,to delete; to cancel
闪电,lightning; CL:道[dao4]
善良,good and honest; kind-hearted
善于,be good at; be adept in
扇子,fan; CL:把[ba3]
商品,good; commodity; merchandise; CL:個|个[ge4]
商业,business; trade; commerce
上当,taken in (by sb's deceit); to be fooled; to be duped
勺子,scoop; ladle; CL:把[ba3]
蛇,snake; serpent; CL:條|条[tiao2]
舌头,tongue; CL:個|个[ge4]; enemy soldier captured for the purpose of extracting information
舍不得,to hate to do sth; to hate to part with; to begrudge
设备,equipment; facilities; installations; CL:個|个[ge4]
设计,plan; design; to design; to plan; CL:個|个[ge4]
设施,facilities; installation
射击,to shoot; to fire (a gun)
摄影,to take a photograph; photography; to shoot (a movie)
伸,to stretch; to extend
深刻,profound; deep; deep-going
身材,stature; build (height and weight); figure
身份,identity; status; capacity; dignity; position; rank
神话,fairy tale; mythology; myth
神经,nerve
神秘,mysterious; mystery
升,to raise; to hoist; to promote; metric liter (also written 公升); measure for dry grain equal to one-tenth dou 斗
生产,childbirth; parturition; to produce; manufacture
生动,vivid; lively
声调,tone; note; a tone (on a Chinese syllable); CL:個|个[ge4]
绳子,cord; string; rope; CL:條|条[tiao2]
省略,to leave out; an omission
胜利,victory; CL:個|个[ge4]
诗,poem; CL: 首[shou3]; poetry; verse; abbr. for Book of Songs 詩經|诗经[shi1 jing1]
失眠,(suffer from) insomnia
失去,to lose
失业,unemployment
时代,age; era; epoch; period; CL:個|个[ge4]
时刻,moment; CL:個|个[ge4]; constantly; always
时髦,in vogue; fashionable
时期,a period in time or history; period; time (interval); phase; CL:個|个[ge4]
时尚,fashion
实话,truth
实践,to practice; to put into practice; to fulfill
实习,to practice; field work
实现,to achieve; to implement; to realize; to bring about
实行,to implement; to carry out; to put into practice
实验,"to experiment; experiments; CL:個|个[ge4],次[ci4]"
实用,practical; functional; pragmatic; applied (science)
食物,food; CL:種|种[zhong3]
石头,stone; CL:塊|块[kuai4]
使劲儿,to exert all one's strength
始终,from beginning to end; all along
是否,whether (or not); if; is or isn't
试卷,"examination paper; test paper; CL:份[fen4],張|张[zhang1]"
士兵,soldier; CL:個|个[ge4]
似的,seems as if; rather like;
事实,a fact; the fact that; CL:個|个[ge4]
事物,thing; object; CL:個|个[ge4]
事先,in advance; before the event; beforehand; prior
收获,benefit; reward
收据,receipt; CL:張|张[zhang1]
手工,handwork; manual
手术,surgical operation; operation; surgery; CL:個|个[ge4]
手套,"glove; mitten; CL:雙|双[shuang1],隻|只[zhi1]"
手续,"formalities; procedures; CL:道[dao4],個|个[ge4]"
手指,"finger; CL:個|个[ge4],隻|只[zhi1]"
受伤,to sustain injuries; wounded (in an accident etc); harmed
寿命,life span; life expectancy
书架,bookshelf; CL:個|个[ge4]
输入,to import; to input
蔬菜,vegetables; produce; CL:種|种[zhong3]
舒适,cozy; snug
梳子,comb; CL:把[ba3]
熟练,practiced; proficient; skilled; skillful
鼠标,mouse (computing)
属于,classified as; to belong to; to be part of
数据,data; numbers; digital; also written 數據|数据
数码,number; numerals; figures; digital; amount; numerical code
摔,to throw down; to fall; to drop and break
甩,to throw; to fling; to swing; to leave behind; to throw off
双方,bilateral; both sides; both parties involved
税,taxes; duties
说不定,can't say for sure; maybe
说服,to persuade; to convince; to talk sb over; Taiwan pr. shui4 fu2
撕,to tear
丝绸,silk cloth; silk
丝毫,the slightest amount or degree; a bit
思考,to reflect on; to ponder over
思想,thought; thinking; idea; ideology; CL:個|个[ge4]
私人,private (citizen); private
似乎,apparently; to seem; to appear; as if; seemingly
寺庙,temple; monastery; shrine
宿舍,dormitory; dorm room; living quarters; hostel; CL:間|间[jian1]
随时,at any time
碎,to break down; to break into pieces; fragmentary
损失,loss; damage; CL:個|个[ge4]; to lose; to damage
缩短,to curtail; to cut down
缩小,reduce; decrease
锁,to lock up; to lock; CL:把[ba3]
所,"actually; place; classifier for houses, small buildings, institutions etc; that which; particle introducing a relative clause or passive; CL:個|个[ge4]"
所谓,so-called; what is called
塔,pagoda; tower; minaret; stupa (abbr. loanword from Sanskrit tapo); CL:座[zuo4]
台阶,flight of steps (leading up to a house); step (over obstacle); bench; fig. way out of an embarrassing situation
太极拳,"shadowboxing or Taiji, T'aichi or T'aichichuan; traditional form of physical exercise or relaxation; a martial art"
太太,"married woman; Mrs.; Madam; wife; CL:個|个[ge4],位[wei4]"
谈判,to negotiate; negotiation; talks; conference; CL:個|个[ge4]
坦率,frank (discussion); blunt; open
烫,to scald; to burn; to iron; hot
桃,peach
逃,to escape; to run away; to flee
逃避,to escape; to evade; to avoid; to shirk
套,"cover; sheath; to encase; a case; to overlap; to interleave; bend (of a river or mountain range, in place names); harness; classifier for sets, collections; tau (Greek letter Ττ)"
特殊,special; particular; unusual; extraordinary
特意,specially; intentionally
特征,characteristic; diagnostic property; distinctive feature; trait
疼爱,to love dearly
提,to carry; to lift; to raise
提倡,to promote; to advocate
提纲,the key point; outline
提问,to question; to quiz; to grill
题目,subject; title; topic; CL:個|个[ge4]
体会,know (through learning or by experience); CL:個|个[ge4]
体积,volume; bulk; CL:個|个[ge4]
体贴,considerate (of other people's needs)
体现,to embody; to reflect; to incarnate
体验,to experience for oneself
天空,sky
天真,naive; innocent; artless
田野,field; open land; CL:片[pian4]
调皮,naughty; mischievous; unruly
调整,adjustment; revision; CL:個|个[ge4]
挑战,challenge
通常,regular; usual; ordinary; normal
通讯,communications; a news story (e.g. dispatched over the wire); CL:個|个[ge4]
铜,copper (chemistry); see also 紅銅|红铜[hong2 tong2]; CL:塊|块[kuai4]
同时,at the same time; simultaneously
统一,to unify; to unite; to integrate
统治,to rule (a country); to govern; rule; regime
痛苦,pain; suffering; painful; CL:個|个[ge4]
痛快,overjoyed; delighted; happily; heartily; enjoying; also pr. tong4 kuai5
投资,investment; to invest
透明,transparent; open (non-secretive)
突出,prominent; outstanding; to give prominence to; to protrude; to project
土地,land; territory; soil; local god; Lar; genius loci; CL:片[pian4]
土豆,potato; CL:個|个[ge4]
吐,to vomit; to throw up
兔子,hare; rabbit; CL:隻|只[zhi1]
团,regiment; round; circular; group; society
推辞,"to decline (an appointment, invitation etc)"
推广,to extend; to spread; to popularize; CL:個|个[ge4]
推荐,to recommend; recommendation
退,retreat; to decline; to move back; to withdraw
退步,degenerate; regress
退休,retirement (from work)
歪,askew; at a crooked angle; devious; noxious
外交,diplomacy; diplomatic; foreign affairs; CL:個|个[ge4]
弯,bend; bent; CL:道[dao4]
完美,perfect; perfection; perfectly
完善,perfect; to make perfect; to improve
完整,complete; intact
玩具,plaything; toy
万一,just in case; if by any chance; contingency
王子,prince; son of a king
往返,to go back and forth; to go to and fro
危害,to jeopardize; to harm; to endanger; CL:個|个[ge4]
微笑,smile; CL:個|个[ge4]
威胁,to threaten; to menace
违反,to violate (a law)
维护,to defend; to safeguard; to protect; to uphold; to maintain
围巾,scarf; shawl; CL:條|条[tiao2]
围绕,to revolve around; to center on (an issue)
唯一,only; sole
尾巴,tail
伟大,great; mighty; large
委屈,to feel wronged; to nurse a grievance; to cause sb to feel wronged
委托,to entrust; to trust; to commission
胃,stomach; CL:個|个[ge4]
位置,position; place; seat; CL:個|个[ge4]
未必,not necessarily; maybe not
未来,future; tomorrow; approaching; coming; pending; CL:個|个[ge4]
卫生间,bathroom; toilet; WC; CL:間|间[jian1]
温暖,warm
温柔,gentle and soft; tender
闻,to hear; news; well-known; famous; reputation; fame; to smell; to sniff at; surname Wen
文件,document; file; CL:份[fen4]
文具,"stationery; item of stationery (pen, pencil, eraser, pencil sharpener etc)"
文明,civilized; civilization; culture; CL:個|个[ge4]
文学,literature; CL:種|种[zhong3]
吻,kiss; mouth
稳定,steady; stable; stability; to stabilize; to pacify
问候,to give one's respects; to send a greeting
卧室,bedroom; CL:間|间[jian1]
屋子,house; room; CL:間|间[jian1]
无奈,without choice; for lack of better option; grudgingly; willy-nilly; nolens volens; abbr. for 無可奈何|无可奈何[wu2 ke3 nai4 he2]
无数,countless; numberless; innumerable
武器,weapon; arms; CL:種|种[zhong3]
武术,military skill or technique (in former times); all kinds of martial art sports (some claiming spiritual development); self-defense; tradition of choreographed fights from opera and film (recent usage); also called kungfu 功夫; CL:種|种[zhong3]
雾,"fog; mist; CL:場|场[chang2],陣|阵[zhen4]"
物理,physics; physical
物质,matter; substance; material; materialistic; CL:個|个[ge4]
吸收,to absorb; to assimilate; to ingest
系,to connect; to relate to; to tie up; to bind; to be (literary)
系统,system; CL:個|个[ge4]
细节,details; particulars
戏剧,drama; play; theater
瞎,blind; groundlessly; foolishly; to no purpose
吓,to frighten; to scare; to intimidate; to threaten
下载,to download; also pr. xia4 zai4
鲜艳,bright-colored; gaily-colored
显得,to seem; to look; to appear
显然,clear; evident; obvious(ly)
显示,to show; to illustrate; to display; to demonstrate
县,"county, PRC administrative division below prefecture 地區|地区[di4 qu4]; CL:個|个[ge4]"
现金,cash
现实,reality; actuality; real; actual; CL:個|个[ge4]
现象,appearance; phenomenon; CL:個|个[ge4]
相处,get along with each other
相当,equivalent to; appropriate; considerably; to a certain extent; fairly
相对,relatively; opposite; to resist; to oppose; relative; vis-a-vis
相关,interrelated; correlation; dependence; relevance; mutuality
相似,to resemble; similar; like; resemblance; similarity
想念,miss; remember with longing; long to see again
想象,to imagine; to fancy; CL:個|个[ge4]
享受,to enjoy; to live it up; pleasure; CL:種|种[zhong3]
项,neck; sum; funds
项链,necklace
项目,item; project; sports event; CL:個|个[ge4]
橡皮,rubber; an eraser; CL:塊|块[kuai4]
象棋,Chinese chess; CL:副[fu4]
象征,emblem; symbol; token; badge; to symbolize; to signify; to stand for
消费,to consume; CL:個|个[ge4]
消化,digest; digestion; digestive
消灭,to put an end to; to annihilate; to cause to perish; to perish; annihilation (in quantum field theory)
消失,to disappear; to fade away
销售,to sell; market; sales
小吃,snack; refreshments; CL:家[jia1]
小伙子,lad; young fellow; youngster; CL:個|个[ge4]
小麦,wheat; CL:粒[li4]
小气,stingy; petty; miserly; narrow-minded
小偷,thief
效率,efficiency
孝顺,filial piety; to be obedient to one's parents
歇,to rest
斜,inclined; slanting; oblique; tilting
协调,to coordinate; to harmonize; negotiation
心理,mental; psychological
心脏,"heart; CL:顆|颗[ke1],個|个[ge4]"
欣赏,to appreciate; to enjoy; to admire
信封,envelope; CL:個|个[ge4]
信号,signal
信息,information; news; message
行动,operation; action; to move; mobile; CL:個|个[ge4]
行人,pedestrian; traveler on foot; passer-by; official responsible for arranging audiences with the emperor
行为,action; conduct; behavior; activity
形成,to form; to take shape
形容,to describe; description; appearance; look
形式,form; shape; situation; circumstance; CL:個|个[ge4]
形势,circumstances; situation; terrain; CL:個|个[ge4]
形象,image; form; figure; CL:個|个[ge4]; visualization; vivid
形状,form; shape; CL:個|个[ge4]
性质,nature; characteristic; CL:個|个[ge4]
幸亏,fortunately; luckily
幸运,fortunate; lucky; fortune; luck
胸,chest; bosom; heart; mind; thorax
兄弟,older and younger brother; brothers; brotherly; fraternal; CL:個|个[ge4]
雄伟,grand; imposing; magnificent; majestic
修改,to amend; to alter; to modify
休闲,leisure; relaxation; not working; idle
虚心,modest
叙述,to relate (a story or information); to tell or talk about; to recount; narration; telling; narrative; account
宣布,to declare; to announce; to proclaim
宣传,to disseminate; to give publicity to; propaganda; CL:個|个[ge4]
选举,"to elect; election; CL:次[ci4],個|个[ge4]"
学期,term; semester; CL:個|个[ge4]
学术,learning; science; academic; CL:個|个[ge4]
学问,learning; knowledge; CL:個|个[ge4]
询问,to inquire
寻找,to seek; to look for
训练,to train; to drill; training; CL:個|个[ge4]
迅速,rapid; speedy; fast
延长,to prolong; to extend; to delay
严肃,solemn; solemnity
宴会,"banquet; feast; dinner party; CL:席[xi2],個|个[ge4]"
阳台,balcony; porch
痒,to itch; to tickle
样式,type; style
腰,waist; lower back; pocket; middle; loins
摇,shake; to rock
咬,to bite; to nip
要不,"otherwise; or; or else; how about...? (one choice or the other); either this, or else..."
要是,if
夜,night
液体,liquid
业务,business; profession; CL:個|个[ge4]
业余,spare time; amateur; extra-curricular
依然,still; as before
一辈子,(for) a lifetime
一旦,"in case (sth happens); if; once (sth happens, then...); when; in a short time; in one day"
一路平安,to have a pleasant journey; Bon voyage!
一致,unanimous; identical (views or opinions)
移动,to move; movement; migration; mobile; portable
移民,to immigrate; to migrate; emigrant; immigrant
遗憾,regret; pity; sorry
疑问,a question; sth not understood; to query; interrogative (gramm.); CL:個|个[ge4]
乙,"second of 10 heavenly stems 十天干; second in order; letter ""B"" or roman ""II"" in list ""A, B, C"", or ""I, II, III"" etc; second party (in legal contract, usually 乙方|乙方[yi3 fang1], as opposed to 甲方|甲方[jia3 fang1]); ethyl; bent; winding; radical in Chinese characters (Kangxi radical 5)"
以及,as well as; too; and
以来,since (a previous event)
意外,unexpected; accident; mishap; CL:個|个[ge4]
意义,meaning; significance; CL:個|个[ge4]
议论,to comment; to talk about; to discuss; discussion; CL:個|个[ge4]
义务,duty; obligation; commitment; volunteer duty; CL:項|项[xiang4]; mandatory; voluntary
因而,"therefore; as a result; thus; and as a result, ..."
因素,element; factor; CL:個|个[ge4]
银,silver; silver-colored; relating to money or currency
英俊,handsome
英雄,hero; CL:個|个[ge4]
迎接,to meet; to welcome; to greet
营养,nutrition; nourishment; CL:種|种[zhong3]
营业,to do business; to trade
影子,shadow; reflection; CL:個|个[ge4]
硬币,a coin; CL:枚[mei2]
硬件,hardware
应付,to deal with; to cope
应聘,to accept a job offer; to apply for an advertised position
应用,to use; to apply; application; applicable
拥抱,to embrace; to hug
拥挤,to crowd
勇气,courage; valor
用途,use; application
优惠,preferential; favorable
优美,graceful; fine; elegant
优势,superiority; dominance; advantage
悠久,established; long
邮局,"post office; CL:家[jia1],個|个[ge4]"
游览,to go sight-seeing; to tour; to visit; CL:次[ci4]
犹豫,to hesitate
油炸,to deep fry
有利,advantageous; to have advantages; favorable
幼儿园,kindergarten; nursery school
娱乐,to entertain; to amuse; entertainment; recreation; amusement; hobby; fun; joy
与其,"rather than...; 與其|与其 A 不如|不如 B (rather than A, better to B)"
语气,tone; manner of speaking; mood; CL:個|个[ge4]
宇宙,universe; cosmos
预报,forecast
预订,to place an order; to book ahead
预防,to prevent; to take precautions against; to protect; to guard against; precautionary; prophylactic
玉米,corn; maize; CL:粒[li4]
元旦,New Year's Day
缘故,reason; cause
原料,raw material; CL:個|个[ge4]
原则,principle; doctrine; CL:個|个[ge4]
愿望,desire; wish; CL:個|个[ge4]
晕,confused; dizzy; giddy; faint; swoon; lose consciousness; pass out
运气,luck (good or bad)
运输,transport; haulage; transit; CL:個|个[ge4]
运用,to use; to put to use
灾害,disastrous damage; scourge; CL:個|个[ge4]
再三,over and over again; again and again
赞成,approve; endorse
赞美,admire; applause; praise; to eulogize
糟糕,too bad; how terrible; what bad luck; terrible; bad
造成,to bring about; to create; to cause
则,conjunction used to express contrast with a previous sentence or clause; standard; norm; rule; to imitate; to follow; then; principle; classifier for written items (such as an official statement)
责备,to blame; to criticize sb
摘,"to take; to borrow; to pick (flowers, fruit etc); to pluck; to select; to remove; to take off (glasses, hat etc)"
粘贴,"to stick; to affix; to adhere; to paste (as in cut, copy and paste)"
展开,to unfold; to carry out; to be in full swing; to launch
展览,"to put on display; to exhibit; exhibition; show; CL:個|个[ge4],次[ci4]"
占线,busy (telephone)
战争,"war; conflict; CL:場|场[chang2],次[ci4]"
涨,"to rise (of prices, rivers)"
掌握,"to grasp (often fig.); to master; to know well; to understand sth well and know how to use it; fluency; to control; to seize (initiative, opportunity, destiny)"
账户,a bank account
招待,to receive (guests); to entertain; reception
着凉,catch cold
照常,(business etc) as usual
召开,to convene (a conference or meeting); to convoke; to call together
哲学,philosophy; CL:個|个[ge4]
真理,truth; CL:個|个[ge4]
真实,true; real
针对,to be directed against; to be aimed at; to counter; in the light of; in connection with
珍惜,treasure; value; cherish; Taiwan pr. zhen1 xi2
诊断,diagnosis; to diagnose
枕头,pillow
阵,disposition of troops; wave; spate; burst; spell; short period of time; classifier for events or states of short duration
振动,vibration
睁,to open (eye)
争论,"to argue; to debate; to contend; argument; contention; controversy; debate; CL:次[ci4],場|场[chang3]"
争取,to fight for; to strive for; to win over
征求,"to solicit; to seek; to request (opinions, feedback etc); to petition"
整个,whole; entire; total
整体,"whole entity; entire body; synthesis; as a whole (situation, construction, team etc); global; macrocosm; integral; holistic; whole"
正,"upright; centrally located; (of time or figure) exactly; correct; (of taste) pure
"
政策,policy; CL:個|个[ge4]
政府,government; CL:個|个[ge4]
政治,politics; political
证件,paperwork; credentials
证据,evidence; proof; testimony
挣钱,to make money
支,"to support; to sustain; to erect; to raise; branch; division; to draw money; surname Zhi; classifier for rods such as pens and guns, for army divisions and for songs or compositions; watt, classifier for power of light bulbs"
支票,check (bank); cheque; CL:本[ben3]
直,straight; to straighten; fair and reasonable; frank; straightforward; (indicates continuing motion or action); vertical; vertical downward stroke in Chinese characters
执行,implement; carry out; to execute; to run
执照,a license; a permit
指导,to guide; to give directions; to direct; to coach; guidance; tuition; CL:個|个[ge4]
指挥,to conduct; to command; to direct; conductor (of an orchestra); CL:個|个[ge4]
制定,to draw up; to formulate
制度,"system (e.g. political, adminstrative etc); institution; CL:個|个[ge4]"
制作,make; manufacture
智慧,wisdom; knowledge; intelligent; intelligence
至今,until now
至于,as for; as to; to go so far as to
治疗,to treat; to cure; medical treatment; cure
秩序,order (orderly); order (sequence); social order; the state (of society); CL:個|个[ge4]
志愿者,volunteer
钟,"clock; a (hanging) bell; to concentrate (one's affection, etc.)"
中介,to act as intermediary; to link; intermediate; inter-; agency; agent
中心,center; heart; core; CL:個|个[ge4]
中旬,middle third of a month
重,heavy; serious
重量,weight; CL:個|个[ge4]
周到,thoughtful; considerate; attentive; thorough
逐步,progressively; step by step
竹子,"bamboo; CL:棵[ke1],支[zhi1],根[gen1]"
煮,to cook; to boil
主持,to take charge of; to manage or direct; to preside over; to uphold; to stand for (eg justice); to host (a TV or radio program etc)
主观,subjective
主人,master; host; CL:個|个[ge4]
主席,"chairperson; premier; chairman; CL:個|个[ge4],位[wei4]"
主张,to advocate; to stand for; view; position; stand; proposition; viewpoint; assertion; CL:個|个[ge4]
嘱咐,to tell; to exhort; injunction
祝福,blessings; wish well
注册,to register; to enroll
抓紧,to grasp firmly; to pay special attention to; to rush in; to make the most of
